Count: 10000
341 9772.6812 2120.0711
342 9771.3472 2126.2110
343 9770.0094 2132.3501
344 9768.6676 2138.4884
345 9767.3221 2144.6258
346 9765.9726 2150.7624
347 9764.6193 2156.8981
348 9763.2622 2163.0330
349 9761.9012 2169.1670
350 9760.5363 2175.3001
351 9759.1676 2181.4324
352 9757.7951 2187.5638
353 9756.4186 2193.6944
354 9755.0384 2199.8241
355 9753.6543 2205.9530
356 9752.2663 2212.0809
357 9750.8745 2218.2080
358 9749.4788 2224.3342
359 9748.0793 2230.4596
360 9746.6759 2236.5840
361 9745.2687 2242.7076
362 9743.8577 2248.8303
363 9742.4428 2254.9521
364 9741.0240 2261.0730
365 9739.6014 2267.1930
366 9738.1750 2273.3122
367 9736.7447 2279.4304
368 9735.3106 2285.5477
369 9733.8726 2291.6641
370 9732.4308 2297.7797
371 9730.9851 2303.8943
372 9729.5356 2310.0080
373 9728.0823 2316.1208
374 9726.6251 2322.2326
375 9725.1641 2328.3436
376 9723.6992 2334.4536
377 9722.2305 2340.5628
378 9720.7580 2346.6710
379 9719.2816 2352.7782
380 9717.8014 2358.8846
381 9716.3173 2364.9900
382 9714.8294 2371.0944
383 9713.3377 2377.1980
384 9711.8422 2383.3006
385 9710.3428 2389.4022
386 9708.8396 2395.5030
387 9707.3325 2401.6027
388 9705.8216 2407.7016
389 9704.3069 2413.7994
390 9702.7883 2419.8963
391 9701.2660 2425.9923
392 9699.7398 2432.0873
393 9698.2097 2438.1814
394 9696.6758 2444.2744
395 9695.1381 2450.3666
396 9693.5966 2456.4577
397 9692.0513 2462.5479
398 9690.5021 2468.6371
399 9688.9491 2474.7253
400 9687.3923 2480.8126
401 9685.8316 2486.8989
402 9684.2671 2492.9842
403 9682.6988 2499.0685
404 9681.1267 2505.1518
405 9679.5508 2511.2341
406 9677.9710 2517.3155
407 9676.3874 2523.3958
408 9674.8000 2529.4752
409 9673.2088 2535.5535
410 9671.6137 2541.6309
411 9670.0149 2547.7073
412 9668.4122 2553.7826
413 9666.8057 2559.8569
414 9665.1954 2565.9303
415 9663.5813 2572.0026
416 9661.9633 2578.0739
417 9660.3416 2584.1442
418 9658.7160 2590.2134
419 9657.0866 2596.2817
420 9655.4534 2602.3489
421 9653.8164 2608.4151
422 9652.1756 2614.4802
423 9650.5309 2620.5443
424 9648.8825 2626.6074
425 9647.2302 2632.6695
426 9645.5742 2638.7305
427 9643.9143 2644.7905
428 9642.2506 2650.8494
429 9640.5832 2656.9073
430 9638.9119 2662.9641
431 9637.2368 2669.0199
432 9635.5579 2675.0746
433 9633.8752 2681.1283
434 9632.1887 2687.1809
435 9630.4984 2693.2325
436 9628.8043 2699.2829
437 9627.1064 2705.3324
438 9625.4046 2711.3807
439 9623.6991 2717.4280
440 9621.9898 2723.4742
441 9620.2767 2729.5194
442 9618.5598 2735.5634
443 9616.8391 2741.6064
444 9615.1146 2747.6483
445 9613.3863 2753.6891
446 9611.6542 2759.7288
447 9609.9183 2765.7675
448 9608.1787 2771.8050
449 9606.4352 2777.8415
450 9604.6879 2783.8768
451 9602.9369 2789.9111
452 9601.1820 2795.9442
453 9599.4234 2801.9763
454 9597.6609 2808.0072
455 9595.8947 2814.0370
456 9594.1247 2820.0658
457 9592.3509 2826.0934
458 9590.5733 2832.1199
459 9588.7920 2838.1452
460 9587.0068 2844.1695
461 9585.2179 2850.1926
462 9583.4252 2856.2146
463 9581.6287 2862.2355
464 9579.8284 2868.2553
465 9578.0243 2874.2739
466 9576.2165 2880.2914
467 9574.4048 2886.3077
468 9572.5894 2892.3229
469 9570.7702 2898.3370
470 9568.9473 2904.3499
471 9567.1205 2910.3617
472 9565.2900 2916.3723
473 9563.4557 2922.3818
474 9561.6176 2928.3901
475 9559.7758 2934.3972
476 9557.9301 2940.4033
477 9556.0808 2946.4081
478 9554.2276 2952.4118
479 9552.3706 2958.4143
480 9550.5099 2964.4156
481 9548.6454 2970.4158
482 9546.7772 2976.4148
483 9544.9052 2982.4126
484 9543.0294 2988.4093
485 9541.1498 2994.4048
486 9539.2665 3000.3991
487 9537.3794 3006.3922
488 9535.4886 3012.3841
489 9533.5939 3018.3748
490 9531.6956 3024.3644
491 9529.7934 3030.3527
492 9527.8875 3036.3398
493 9525.9778 3042.3258
494 9524.0644 3048.3105
495 9522.1472 3054.2941
496 9520.2263 3060.2764
497 9518.3016 3066.2576
498 9516.3731 3072.2375
499 9514.4409 3078.2162
500 9512.5049 3084.1937
501 9510.5652 3090.1699
502 9508.6217 3096.1450
503 9506.6744 3102.1188
504 9504.7234 3108.0914
505 9502.7687 3114.0628
506 9500.8102 3120.0330
507 9498.8479 3126.0019
508 9496.8819 3131.9696
509 9494.9122 3137.9360
510 9492.9387 3143.9012
511 9490.9614 3149.8652
512 9488.9805 3155.8279
513 9486.9957 3161.7894
514 9485.0072 3167.7496
515 9483.0150 3173.7086
516 9481.0190 3179.6663
517 9479.0193 3185.6228
518 9477.0159 3191.5780
519 9475.0087 3197.5320
520 9472.9977 3203.4847
521 9470.9830 3209.4361
522 9468.9646 3215.3863
523 9466.9425 3221.3351
524 9464.9166 3227.2828
525 9462.8870 3233.2291
526 9460.8536 3239.1742
527 9458.8165 3245.1180
528 9456.7757 3251.0605
529 9454.7311 3257.0017
530 9452.6828 3262.9416
531 9450.6308 3268.8803
532 9448.5750 3274.8177
533 9446.5155 3280.7537
534 9444.4523 3286.6885
535 9442.3853 3292.6220
536 9440.3146 3298.5541
537 9438.2402 3304.4850
538 9436.1621 3310.4146
539 9434.0802 3316.3429
540 9431.9947 3322.2698
541 9429.9054 3328.1954
542 9427.8123 3334.1198
543 9425.7156 3340.0428
544 9423.6151 3345.9645
545 9421.5109 3351.8848
546 9419.4030 3357.8039
547 9417.2914 3363.7216
548 9415.1760 3369.6380
549 9413.0570 3375.5531
550 9410.9342 3381.4668
551 9408.8077 3387.3792
552 9406.6775 3393.2903
553 9404.5436 3399.2000
554 9402.4059 3405.1084
555 9400.2646 3411.0154
556 9398.1195 3416.9211
557 9395.9707 3422.8254
558 9393.8183 3428.7284
559 9391.6621 3434.6300
560 9389.5022 3440.5303
561 9387.3386 3446.4292
562 9385.1713 3452.3268
563 9383.0003 3458.2230
564 9380.8255 3464.1178
565 9378.6471 3470.0113
566 9376.4650 3475.9034
567 9374.2792 3481.7941
568 9372.0896 3487.6834
569 9369.8964 3493.5714
570 9367.6995 3499.4580
571 9365.4989 3505.3432
572 9363.2945 3511.2270
573 9361.0865 3517.1095
574 9358.8748 3522.9905
575 9356.6594 3528.8702
576 9354.4403 3534.7484
577 9352.2175 3540.6253
578 9349.9910 3546.5008
579 9347.7608 3552.3749
580 9345.5270 3558.2475
581 9343.2894 3564.1188
582 9341.0482 3569.9886
583 9338.8032 3575.8571
584 9336.5546 3581.7241
585 9334.3023 3587.5898
586 9332.0463 3593.4540
587 9329.7867 3599.3167
588 9327.5233 3605.1781
589 9325.2563 3611.0381
590 9322.9855 3616.8966
591 9320.7111 3622.7537
592 9318.4330 3628.6093
593 9316.1513 3634.4636
594 9313.8658 3640.3163
595 9311.5767 3646.1677
596 9309.2839 3652.0176
597 9306.9875 3657.8661
598 9304.6873 3663.7131
599 9302.3835 3669.5587
600 9300.0760 3675.4028
601 9297.7649 3681.2455
602 9295.4500 3687.0868
603 9293.1315 3692.9265
604 9290.8094 3698.7649
605 9288.4835 3704.6017
606 9286.1540 3710.4371
607 9283.8209 3716.2710
608 9281.4840 3722.1035
609 9279.1435 3727.9345
610 9276.7994 3733.7640
611 9274.4515 3739.5921
612 9272.1000 3745.4186
613 9269.7449 3751.2437
614 9267.3861 3757.0673
615 9265.0236 3762.8895
616 9262.6575 3768.7101
617 9260.2877 3774.5293
618 9257.9143 3780.3469
619 9255.5372 3786.1631
620 9253.1565 3791.9778
621 9250.7721 3797.7910
622 9248.3840 3803.6026
623 9245.9923 3809.4128
624 9243.5970 3815.2215
625 9241.1980 3821.0287
626 9238.7953 3826.8343
627 9236.3890 3832.6385
628 9233.9791 3838.4411
629 9231.5655 3844.2422
630 9229.1483 3850.0418
631 9226.7274 3855.8399
632 9224.3029 3861.6365
633 9221.8747 3867.4315
634 9219.4429 3873.2250
635 9217.0075 3879.0170
636 9214.5684 3884.8075
637 9212.1257 3890.5964
638 9209.6793 3896.3838
639 9207.2294 3902.1696
640 9204.7757 3907.9539
641 9202.3185 3913.7367
642 9199.8576 3919.5179
643 9197.3931 3925.2975
644 9194.9249 3931.0757
645 9192.4531 3936.8522
646 9189.9777 3942.6272
647 9187.4987 3948.4007
648 9185.0160 3954.1726
649 9182.5297 3959.9429
650 9180.0398 3965.7117
651 9177.5463 3971.4789
652 9175.0491 3977.2445
653 9172.5483 3983.0086
654 9170.0439 3988.7711
655 9167.5359 3994.5320
656 9165.0242 4000.2914
657 9162.5090 4006.0491
658 9159.9901 4011.8053
659 9157.4676 4017.5599
660 9154.9415 4023.3129
661 9152.4117 4029.0644
662 9149.8784 4034.8142
663 9147.3414 4040.5624
664 9144.8009 4046.3091
665 9142.2567 4052.0541
666 9139.7089 4057.7976
667 9137.1575 4063.5394
668 9134.6025 4069.2797
669 9132.0439 4075.0183
670 9129.4817 4080.7553
671 9126.9159 4086.4907
672 9124.3465 4092.2246
673 9121.7734 4097.9567
674 9119.1968 4103.6873
675 9116.6166 4109.4163
676 9114.0328 4115.1436
677 9111.4453 4120.8693
678 9108.8543 4126.5934
679 9106.2597 4132.3158
680 9103.6615 4138.0366
681 9101.0597 4143.7558
682 9098.4543 4149.4734
683 9095.8453 4155.1893
684 9093.2327 4160.9035
685 9090.6166 4166.6162
686 9087.9968 4172.3271
687 9085.3735 4178.0365
688 9082.7465 4183.7442
689 9080.1160 4189.4502
690 9077.4819 4195.1546
691 9074.8442 4200.8573
692 9072.2030 4206.5583
693 9069.5581 4212.2577
694 9066.9097 4217.9555
695 9064.2577 4223.6516
696 9061.6021 4229.3460
697 9058.9429 4235.0387
698 9056.2802 4240.7298
699 9053.6139 4246.4192
700 9050.9440 4252.1069
701 9048.2705 4257.7929
702 9045.5935 4263.4773
703 9042.9129 4269.1599
704 9040.2287 4274.8409
705 9037.5410 4280.5202
706 9034.8496 4286.1978
707 9032.1548 4291.8738
708 9029.4563 4297.5480
709 9026.7543 4303.2205
710 9024.0487 4308.8913
711 9021.3396 4314.5605
712 9018.6269 4320.2279
713 9015.9106 4325.8936
714 9013.1908 4331.5576
715 9010.4674 4337.2199
716 9007.7405 4342.8805
717 9005.0100 4348.5394
718 9002.2760 4354.1965
719 8999.5384 4359.8520
720 8996.7972 4365.5057
721 8994.0525 4371.1577
722 8991.3043 4376.8079
723 8988.5525 4382.4565
724 8985.7971 4388.1033
725 8983.0382 4393.7484
726 8980.2758 4399.3917
727 8977.5098 4405.0333
728 8974.7402 4410.6732
729 8971.9672 4416.3113
730 8969.1905 4421.9477
731 8966.4104 4427.5823
732 8963.6267 4433.2152
733 8960.8394 4438.8463
734 8958.0486 4444.4757
735 8955.2543 4450.1034
736 8952.4565 4455.7292
737 8949.6551 4461.3533
738 8946.8502 4466.9757
739 8944.0417 4472.5963
740 8941.2298 4478.2151
741 8938.4142 4483.8322
742 8935.5952 4489.4474
743 8932.7726 4495.0610
744 8929.9465 4500.6727
745 8927.1169 4506.2827
746 8924.2838 4511.8908
747 8921.4471 4517.4972
748 8918.6069 4523.1019
749 8915.7632 4528.7047
750 8912.9160 4534.3057
751 8910.0652 4539.9050
752 8907.2110 4545.5025
753 8904.3532 4551.0981
754 8901.4919 4556.6920
755 8898.6271 4562.2841
756 8895.7588 4567.8743
757 8892.8869 4573.4628
758 8890.0116 4579.0495
759 8887.1327 4584.6343
760 8884.2504 4590.2174
761 8881.3645 4595.7986
762 8878.4751 4601.3780
763 8875.5822 4606.9556
764 8872.6858 4612.5314
765 8869.7859 4618.1054
766 8866.8826 4623.6775
767 8863.9757 4629.2478
768 8861.0653 4634.8163
769 8858.1514 4640.3830
770 8855.2340 4645.9478
771 8852.3131 4651.5108
772 8849.3887 4657.0719
773 8846.4609 4662.6312
774 8843.5295 4668.1887
775 8840.5946 4673.7444
776 8837.6563 4679.2981
777 8834.7145 4684.8501
778 8831.7691 4690.4002
779 8828.8203 4695.9484
780 8825.8680 4701.4948
781 8822.9123 4707.0393
782 8819.9530 4712.5820
783 8816.9903 4718.1228
784 8814.0240 4723.6617
785 8811.0543 4729.1988
786 8808.0811 4734.7340
787 8805.1045 4740.2674
788 8802.1244 4745.7989
789 8799.1407 4751.3285
790 8796.1537 4756.8562
791 8793.1631 4762.3820
792 8790.1691 4767.9060
793 8787.1716 4773.4281
794 8784.1706 4778.9483
795 8781.1662 4784.4666
796 8778.1583 4789.9830
797 8775.1469 4795.4976
798 8772.1321 4801.0102
799 8769.1138 4806.5209
800 8766.0920 4812.0298
801 8763.0668 4817.5367
802 8760.0381 4823.0418
803 8757.0060 4828.5449
804 8753.9704 4834.0462
805 8750.9313 4839.5455
806 8747.8888 4845.0429
807 8744.8429 4850.5384
808 8741.7935 4856.0320
809 8738.7406 4861.5237
810 8735.6843 4867.0134
811 8732.6245 4872.5013
812 8729.5613 4877.9872
813 8726.4947 4883.4711
814 8723.4246 4888.9532
815 8720.3510 4894.4333
816 8717.2741 4899.9115
817 8714.1936 4905.3878
818 8711.1098 4910.8621
819 8708.0225 4916.3345
820 8704.9317 4921.8049
821 8701.8375 4927.2734
822 8698.7399 4932.7400
823 8695.6389 4938.2046
824 8692.5344 4943.6672
825 8689.4265 4949.1279
826 8686.3151 4954.5867
827 8683.2004 4960.0435
828 8680.0822 4965.4983
829 8676.9605 4970.9512
830 8673.8355 4976.4021
831 8670.7070 4981.8511
832 8667.5751 4987.2980
833 8664.4398 4992.7430
834 8661.3010 4998.1861
835 8658.1589 5003.6272
836 8655.0133 5009.0663
837 8651.8643 5014.5034
838 8648.7119 5019.9385
839 8645.5561 5025.3717
840 8642.3968 5030.8028
841 8639.2342 5036.2320
842 8636.0681 5041.6592
843 8632.8986 5047.0844
844 8629.7258 5052.5076
845 8626.5495 5057.9289
846 8623.3698 5063.3481
847 8620.1867 5068.7653
848 8617.0002 5074.1805
849 8613.8103 5079.5937
850 8610.6170 5085.0050
851 8607.4203 5090.4142
852 8604.2202 5095.8214
853 8601.0167 5101.2265
854 8597.8098 5106.6297
855 8594.5995 5112.0309
856 8591.3858 5117.4300
857 8588.1687 5122.8271
858 8584.9483 5128.2222
859 8581.7244 5133.6153
860 8578.4972 5139.0063
861 8575.2666 5144.3953
862 8572.0326 5149.7823
863 8568.7952 5155.1673
864 8565.5544 5160.5502
865 8562.3102 5165.9311
866 8559.0627 5171.3099
867 8555.8118 5176.6867
868 8552.5575 5182.0615
869 8549.2998 5187.4342
870 8546.0387 5192.8048
871 8542.7743 5198.1734
872 8539.5065 5203.5400
873 8536.2354 5208.9045
874 8532.9608 5214.2669
875 8529.6829 5219.6273
876 8526.4016 5224.9856
877 8523.1170 5230.3419
878 8519.8290 5235.6961
879 8516.5376 5241.0482
880 8513.2429 5246.3983
881 8509.9448 5251.7463
882 8506.6434 5257.0922
883 8503.3386 5262.4361
884 8500.0304 5267.7778
885 8496.7189 5273.1175
886 8493.4040 5278.4551
887 8490.0858 5283.7906
888 8486.7642 5289.1241
889 8483.4393 5294.4554
890 8480.1110 5299.7847
891 8476.7794 5305.1118
892 8473.4444 5310.4369
893 8470.1061 5315.7599
894 8466.7644 5321.0808
895 8463.4194 5326.3995
896 8460.0711 5331.7162
897 8456.7194 5337.0308
898 8453.3643 5342.3432
899 8450.0060 5347.6536
900 8446.6443 5352.9618
901 8443.2793 5358.2679
902 8439.9109 5363.5720
903 8436.5392 5368.8739
904 8433.1642 5374.1736
905 8429.7858 5379.4713
906 8426.4041 5384.7668
907 8423.0191 5390.0602
908 8419.6308 5395.3515
909 8416.2391 5400.6406
910 8412.8441 5405.9276
911 8409.4458 5411.2125
912 8406.0442 5416.4953
913 8402.6393 5421.7759
914 8399.2310 5427.0543
915 8395.8194 5432.3307
916 8392.4045 5437.6048
917 8388.9863 5442.8769
918 8385.5648 5448.1467
919 8382.1400 5453.4145
920 8378.7118 5458.6800
921 8375.2804 5463.9435
922 8371.8457 5469.2047
923 8368.4076 5474.4638
924 8364.9662 5479.7208
925 8361.5216 5484.9756
926 8358.0736 5490.2282
927 8354.6224 5495.4786
928 8351.1678 5500.7269
929 8347.7099 5505.9730
930 8344.2488 5511.2169
931 8340.7843 5516.4587
932 8337.3166 5521.6983
933 8333.8456 5526.9357
934 8330.3712 5532.1709
935 8326.8936 5537.4039
936 8323.4127 5542.6348
937 8319.9286 5547.8634
938 8316.4411 5553.0899
939 8312.9503 5558.3142
940 8309.4563 5563.5363
941 8305.9590 5568.7562
942 8302.4584 5573.9739
943 8298.9545 5579.1893
944 8295.4474 5584.4026
945 8291.9370 5589.6137
946 8288.4233 5594.8226
947 8284.9063 5600.0292
948 8281.3861 5605.2337
949 8277.8626 5610.4359
950 8274.3358 5615.6360
951 8270.8057 5620.8338
952 8267.2724 5626.0294
953 8263.7359 5631.2227
954 8260.1960 5636.4139
955 8256.6529 5641.6028
956 8253.1066 5646.7895
957 8249.5570 5651.9740
958 8246.0041 5657.1562
959 8242.4480 5662.3362
960 8238.8886 5667.5140
961 8235.3260 5672.6895
962 8231.7601 5677.8628
963 8228.1910 5683.0338
964 8224.6186 5688.2026
965 8221.0430 5693.3692
966 8217.4641 5698.5335
967 8213.8820 5703.6956
968 8210.2966 5708.8554
969 8206.7080 5714.0129
970 8203.1162 5719.1682
971 8199.5211 5724.3213
972 8195.9228 5729.4720
973 8192.3212 5734.6206
974 8188.7164 5739.7668
975 8185.1084 5744.9108
976 8181.4972 5750.0525
977 8177.8827 5755.1920
978 8174.2650 5760.3292
979 8170.6441 5765.4641
980 8167.0199 5770.5967
981 8163.3925 5775.7270
982 8159.7619 5780.8551
983 8156.1281 5785.9809
984 8152.4910 5791.1044
985 8148.8508 5796.2256
986 8145.2073 5801.3445
987 8141.5606 5806.4612
988 8137.9107 5811.5755
989 8134.2575 5816.6876
990 8130.6012 5821.7973
991 8126.9416 5826.9048
992 8123.2789 5832.0100
993 8119.6129 5837.1128
994 8115.9438 5842.2134
995 8112.2714 5847.3116
996 8108.5958 5852.4075
997 8104.9170 5857.5012
998 8101.2351 5862.5925
999 8097.5499 5867.6815
1000 8093.8615 5872.7682
1001 8090.1699 5877.8525
1002 8086.4752 5882.9346
1003 8082.7772 5888.0143
1004 8079.0761 5893.0917
1005 8075.3718 5898.1668
1006 8071.6642 5903.2395
1007 8067.9535 5908.3099
1008 8064.2396 5913.3780
1009 8060.5226 5918.4437
